primary,synonyms,description,
LRRC10,HRLRRP+AHw-LRRC10A+AHw-HRLRRP+AHw-LRRC10A,leucine rich repeat containing 10,
LRRC10B,,,
LRRC14,LRRC14A+AHw-KIAA0014+AHw-LRRC14A+AHw-KIAA0014,leucine rich repeat containing 14,
LRRC14B,,,
LRRC15,LIB+AHw-LIB+AHw-LIB,leucine rich repeat containing 15,
LRRC16A,,,
LRRC16B,,,
LRRC17,P37NB+AHw-P37NB+AHw-H+AF8-RG318M05.3+AHw-P37NB,leucine rich repeat containing 17,
LRRC18,UNQ933+AHw-UNQ9338+AHw-VKGE9338+AHw-UNQ933+AHw-MGC34773+AHw-UNQ9338+AHw-VKGE9338,leucine rich repeat containing 18,
LRRC19,FLJ21302,,
LRRC2,,,
LRRC2+AC0-AS1,LUZP3+AHw-LUZP3P+AHw-LUZPP1,LRRC2 antisense RNA 1,
LRRC20,FLJ10751+AHw-FLJ10844,,
LRRC21,,,
LRRC23,LRPB7+AHw-B7+AHw-LRPB7+AHw-LRPB7,leucine rich repeat containing 23,
LRRC24,LRRC14OS+AHw-LRRC14OS,leucine rich repeat containing 24,
LRRC25,MAPA+AHw-MAPA+AHw-FLJ38116+AHw-MAPA,leucine rich repeat containing 25,
LRRC26,CAPC+AHw-bA350O14.10+AHw-bA350O14.10+AHw-OTTHUMG00000020980+AHw-CAPC,leucine rich repeat containing 26,
LRRC27,KIAA1674+AHw-KIAA1674,,
LRRC28,MGC24976+AHw-FLJ34269+AHw-FLJ45242,,
LRRC29,FBL9+AHw-FBXL9+AHw-FBL9+AHw-FBXL9+AHw-FBL9+AHw-FBXL9,leucine rich repeat containing 29,
LRRC3,C21orf102+AHw-C21orf30+AHw-LRRC3DN+AHw-C21orf102+AHw-C21orf102+AHw-LRRC3A,leucine rich repeat containing 3,
LRRC3+AC0-DT,LRRC3+AC0-AS1,LRRC3 divergent transcript,
LRRC30,,,
LRRC31,HEL+AC0-S+AC0-293+AHw-FLJ23259,leucine rich repeat containing 31,
LRRC32,D11S833E+AHw-GARP+AHw-D11S833E+AHw-GARP+AHw-D11S833E+AHw-GARP,leucine rich repeat containing 32,
LRRC34,MGC27085,,
LRRC34P1,,,
LRRC34P2,,,
LRRC36,RORBP70+AHw-XLHSRF2+AHw-FLJ11004+AHw-RORBP70,leucine rich repeat containing 36,
LRRC37A,LRRC37+AHw-KIAA0563+AHw-LRRC37A1,leucine rich repeat containing 37A,
LRRC37A10P,,,
LRRC37A11P,LRRC37F,leucine rich repeat containing 37 member A11+AHw- pseudogene,
LRRC37A12P,,,
LRRC37A13P,,,
LRRC37A14P,,,
LRRC37A15P,,,
LRRC37A16P,LRRC37C,leucine rich repeat containing 37 member A16+AHw- pseudogene,
LRRC37A17P,LRRC37A5,leucine rich repeat containing 37 member A17+AHw- pseudogene,
LRRC37A2,LRRC37+AHw-FLJ45049,leucine rich repeat containing 37 member A2,
LRRC37A3,LRRC37+AHw-LRRC37A+AHw-FLJ34306+AHw-KIAA0563+AHw-KIAA0563,leucine rich repeat containing 37 member A3,
LRRC37A4P,LRRC37+AHw-LRRC37A4,leucine rich repeat containing 37 member A4+AHw- pseudogene,
LRRC37A5P,C9orf29+AHw-C9orf29,leucine rich repeat containing 37 member A5+AHw- pseudogene,
LRRC37A6P,LRRC37E,leucine rich repeat containing 37 member A6+AHw- pseudogene,
LRRC37A7P,,,
LRRC37A8P,,,
LRRC37A9P,,,
LRRC37B,LRRC37,leucine rich repeat containing 37B,
LRRC37BP1,LRRC37B2,leucine rich repeat containing 37B pseudogene 1,
LRRC38,,,
LRRC39,MGC14816+AHw-myomasp,,
LRRC3B,LRP15+AHw-LRP15+AHw-LRP15,leucine rich repeat containing 3B,
LRRC3C,,,
LRRC4,NAG14+AHw-NGL+AC0-2+AHw-NAG14+AHw-BAG,leucine rich repeat containing 4,
LRRC40,dJ677H15.1+AHw-FLJ20331,leucine rich repeat containing 40,
LRRC41,MUF1+AHw-PP7759+AHw-MUF1+AHw-MUF1,leucine rich repeat containing 41,
LRRC42,dJ167A19.4+AHw-MGC8974,leucine rich repeat containing 42,
LRRC43,MGC35140,,
LRRC45,MGC20806,,
LRRC46,MGC16309,,
LRRC47,KIAA1185+AHw-RP1+AC0-286D6.3+AHw-KIAA1185,,
LRRC48,,,
LRRC49,PGs4+AHw-FLJ20156,leucine rich repeat containing 49,
LRRC4B,HSM+AHw-LRIG4+AHw-NGL+AC0-3+AHw-DKFZp761A179+AHw-HSM+AHw-LRIG4+AHw-LRIG4,leucine rich repeat containing 4B,
LRRC4C,NGL+AC0-1+AHw-NGL1+AHw-KIAA1580+AHw-NGL+AC0-1+AHw-KIAA1580+AHw-NGL1,leucine rich repeat containing 4C,
LRRC51,,,
LRRC52,FLJ25811,,
LRRC53,,,
LRRC54,,,
LRRC55,FLJ45686,,
LRRC56,FLJ00101+AHw-DKFZp761L1518,,
LRRC57,FLJ36812,,
LRRC58,,,
LRRC59,PRO1855+AHw-p34+AHw-PRO1855+AHw-FLJ21675,leucine rich repeat containing 59,
LRRC6,CILD19+AHw-LRTP+AHw-TSLRP+AHw-TSLRP+AHw-LRTP+AHw-CILD19+AHw-LRTP+AHw-TSLRP,leucine rich repeat containing 6,
LRRC61,HSPC295+AHw-MGC3036+AHw-FLJ31392+AHw-HSPC295,leucine rich repeat containing 61,
LRRC63,RP11+AC0-139H14.4,,
LRRC66,,,
LRRC69,,,
LRRC6P1,,,
LRRC7,DENSIN+AHw-KIAA1365+AHw-densin+AC0-180+AHw-KIAA1365+AHw-LAP1,leucine rich repeat containing 7,
LRRC70,SLRN+AHw-SLRN+AHw-LOC100130733,leucine rich repeat containing 70,
LRRC71,C1orf92+AHw-FLJ32884+AHw-C1orf92+AHw-C1orf92,leucine rich repeat containing 71,
LRRC72,,,
LRRC73,C6orf154+AHw-dJ337H4.2+AHw-C6orf154+AHw-C6orf154,leucine rich repeat containing 73,
LRRC74A,C14orf166B+AHw-LRRC74+AHw-C14orf166B+AHw-LRRC74+AHw-C14orf166B+AHw-LRRC74,leucine rich repeat containing 74A,
LRRC74B,,,
LRRC75A,C17orf76+AHw-FAM211A+AHw-FLJ35696+AHw-C17orf76+AHw-FAM211A+AHw-C17orf76+AHw-FAM211A,leucine rich repeat containing 75A,
LRRC75A+AC0-AS1,C17orf45+AHw-C17orf76+AC0-AS1+AHw-FAM211A+AC0-AS1+AHw-NCRNA00188+AHw-TSAP19+AHw-C17orf45+AHw-C17orf76+AC0-AS1+AHw-FAM211A+AC0-AS1+AHw-NCRNA00188,LRRC75A antisense RNA 1,
LRRC75B,C22orf36+AHw-FAM211B+AHw-MGC131773+AHw-C22orf36+AHw-FAM211B+AHw-C22orf36+AHw-FAM211B,leucine rich repeat containing 75B,
LRRC77P,LINC01330,leucine rich repeat containing 77+AHw- pseudogene,
LRRC8A,AGM5+AHw-LRRC8+AHw-SWELL1+AHw-KIAA1437+AHw-FLJ10337+AHw-SWELL1+AHw-LRRC8+AHw-KIAA1437+AHw-LRRC8+AHw-SWELL1,leucine rich repeat containing 8 VRAC subunit A,
LRRC8B,TA+AC0-LRRP+AHw-TALRRP+AHw-TA+AC0-LRRP+AHw-KIAA0231+AHw-KIAA0231,leucine rich repeat containing 8 VRAC subunit B,
LRRC8C,AD158+AHw-FAD158+AHw-AD158+AHw-AD158+AHw-FAD158,leucine rich repeat containing 8 VRAC subunit C,
LRRC8C+AC0-DT,,,
LRRC8D,LRRC5+AHw-FLJ10470+AHw-LRRC5+AHw-LRRC5,leucine rich repeat containing 8 VRAC subunit D,
LRRC8E,FLJ23420,,
LRRC9,FLJ46156,,
LRRCC1,CLERC+AHw-CLERK+AHw-SAP2+AHw-VFL1+AHw-KIAA1764+AHw-CLERC+AHw-VFL1+AHw-CLERC+AHw-KIAA1764,leucine rich repeat and coiled+AC0-coil centrosomal protein 1,
LRRD1,IMAGE:4798971,,
LRRFIP1,FLAP+AC0-1+AHw-FLAP1+AHw-FLIIAP1+AHw-GCF+AC0-2+AHw-GCF2+AHw-HUFI+AC0-1+AHw-TRIP+AHw-FLAP+AC0-1+AHw-FLIIAP1+AHw-TRIP+AHw-GCF+AC0-2+AHw-HUFI+AC0-1+AHw-GCF2+AHw-TRIP,LRR binding FLII interacting protein 1,
LRRFIP1P1,,,
LRRFIP2,HUFI+AC0-2+AHw-HUFI+AC0-2,LRR binding FLII interacting protein 2,
LRRIQ1,FLJ12303+AHw-KIAA1801+AHw-KIAA1801,,
LRRIQ3,LRRC44+AHw-MGC22773+AHw-LRRC44+AHw-LRRC44,leucine rich repeats and IQ motif containing 3,
LRRIQ4,LRRC64+AHw-LRRC64+AHw-LRRC64,leucine rich repeats and IQ motif containing 4,
LRRK1,RIPK6+AHw-Roco1+AHw-FLJ23119+AHw-KIAA1790+AHw-Roco1+AHw-RIPK6+AHw-KIAA1790,leucine rich repeat kinase 1,
LRRK2,AURA17+AHw-DARDARIN+AHw-PARK8+AHw-RIPK7+AHw-ROCO2+AHw-ROCO2+AHw-DKFZp434H2111+AHw-FLJ45829+AHw-RIPK7+AHw-PARK8+AHw-PARK8,leucine rich repeat kinase 2,
LRRN1,FIGLER3+AHw-NLRR+AC0-1+AHw-FIGLER3+AHw-KIAA1497,leucine rich repeat neuronal 1,
LRRN2,FIGLER7+AHw-GAC1+AHw-LRANK1+AHw-LRRN5+AHw-GAC1+AHw-LRANK1+AHw-FIGLER7+AHw-LRRN5+AHw-GAC1+AHw-LRRN5,leucine rich repeat neuronal 2,
LRRN3,FIGLER5+AHw-NLRR+AC0-3+AHw-NLRR3+AHw-NLRR3+AHw-FLJ11129+AHw-FIGLER5,leucine rich repeat neuronal 3,
LRRN4,C20orf75+AHw-NLRR+AC0-4+AHw-NLRR4+AHw-dJ1056H1.1+AHw-dJ1056H1.1+AHw-NLRR4+AHw-C20orf75+AHw-C20orf75,leucine rich repeat neuronal 4,
LRRN4CL,,,
LRRN5,,,
LRRTM1,FLJ32082,,
LRRTM2,KIAA0416+AHw-KIAA0416+AHw-LRRN2,,
LRRTM3,,,
LRRTM4,FLJ12568,,
LRRc37A,,,
LRSAM1,CMT2P+AHw-RIFLE+AHw-TAL+AHw-FLJ31641+AHw-CMT2P+AHw-TAL,leucine rich repeat and sterile alpha motif containing 1,
LRSL,,,
LRTM1,HT017+AHw-HT017,leucine rich repeats and transmembrane domains 1,
LRTM2,,,
LRTOMT,CFAP111+AHw-DFNB63+AHw-LRRC51+AHw-COMT2+AHw-CFAP111+AHw-LRRC51+AHw-DFNB63+AHw-COMT2+AHw-TOMT,leucine rich transmembrane and O+AC0-methyltransferase domain containing,
LRWD1,CENP+AC0-33+AHw-ORCA+AHw-DKFZp434K1815+AHw-ORCA+AHw-CENP+AC0-33+AHw-CENP+AC0-33+AHw-ORCA,leucine rich repeats and WD repeat domain containing 1,
LSAMP,IGLON3+AHw-LAMP+AHw-LAMP+AHw-IGLON3+AHw-IGLON3+AHw-LAMP,limbic system associated membrane protein,
LSAMP+AC0-AS1,,,
LSFR1,,,
LSFR2,,,
LSFR3A,,,
LSG1,FLJ11301,,
LSINCT5,,,
LSM1,CASM+AHw-YJL124C+AHw-CASM+AHw-YJL124C+AHw-CASM,LSM1 homolog+AHw- mRNA degradation associated,
LSM10,MST074+AHw-MSTP074+AHw-MGC15749,LSM10+AHw- U7 small nuclear RNA associated,
LSM11,FLJ38273,,
LSM12,PNAS+AC0-135+AHw-FLJ30656,LSM12 homolog,
LSM12P1,LSM12P,LSM12 pseudogene 1,
LSM14A,C19orf13+AHw-FAM61A+AHw-RAP55+AHw-RAP55A+AHw-DKFZP434D1335+AHw-RAP55A+AHw-RAP55+AHw-C19orf13+AHw-FAM61A+AHw-C19orf13+AHw-FAM61A+AHw-RAP55+AHw-RAP55A,LSM14A+AHw- mRNA processing body assembly factor,
LSM14B,C20orf40+AHw-FAM61B+AHw-FT005+AHw-LSM13+AHw-RAP55B+AHw-bA11M20.3+AHw-FT005+AHw-bA11M20.3+AHw-FLJ25473+AHw-LSM13+AHw-RAP55B+AHw-C20orf40+AHw-FAM61B+AHw-C20orf40+AHw-FAM61B+AHw-RAP55B,LSM family member 14B,
LSM1P1,,,
LSM1P2,,,
LSM2,C6orf28+AHw-G7B+AHw-YBL026W+AHw-snRNP+AHw-G7b+AHw-YBL026W+AHw-C6orf28+AHw-C6orf28+AHw-G7B,LSM2 homolog+AHw- U6 small nuclear RNA and mRNA degradation associated,
LSM3,SMX4+AHw-USS2+AHw-YLR438C+AHw-YLR438C+AHw-SMX4+AHw-USS2,LSM3 homolog+AHw- U6 small nuclear RNA and mRNA degradation associated,
LSM3P1,,,
LSM3P2,,,
LSM3P3,,,
LSM3P4,,,
LSM3P5,,,
LSM4,GRP+AHw-YER112W+AHw-YER112W,LSM4 homolog+AHw- U6 small nuclear RNA and mRNA degradation associated,
LSM5,YER146W+AHw-YER146W,LSM5 homolog+AHw- U6 small nuclear RNA and mRNA degradation associated,
LSM6,YDR378C+AHw-YDR378C,LSM6 homolog+AHw- U6 small nuclear RNA and mRNA degradation associated,
LSM6P1,HsT818+AHw-LSM6P,LSM6 homolog+AHw- U6 small nuclear RNA and mRNA degradation associated pseudogene 1,
LSM6P2,,,
LSM7,YNL147W+AHw-YNL147W,LSM7 homolog+AHw- U6 small nuclear RNA and mRNA degradation associated,
LSM8,NAA38+AHw-YJR022W,LSM8 homolog+AHw- U6 small nuclear RNA associated,
LSMEM1,C7orf53+AHw-FLJ39575+AHw-C7orf53+AHw-C7orf53,leucine rich single+AC0-pass membrane protein 1,
LSMEM2,C3orf45+AHw-FLJ38608+AHw-C3orf45+AHw-C3orf45,leucine rich single+AC0-pass membrane protein 2,
LSP1,WP34+AHw-pp52+AHw-WP34+AHw-WP34,lymphocyte specific protein 1,
LSP1P1,,,
LSP1P2,,,
LSP1P3,,,
LSP1P4,,,
LSP1P5,,,
LSR,ILDR3+AHw-LISCH7+AHw-LISCH7+AHw-ILDR3+AHw-LISCH,lipolysis stimulated lipoprotein receptor,
LSR68,,,
LSS,CTRCT44+AHw-OSC+AHw-OSC+AHw-OSC,lanosterol synthase,
LST001,,,
LST002,,,
LST004,,,
LST1,B144+AHw-D6S49E+AHw-LST+AC0-1+AHw-LST+AC0-1+AHw-B144+AHw-D6S49E+AHw-B144,leukocyte specific transcript 1,
LST3,,,
LTA,LT+AHw-TNFB+AHw-TNFSF1+AHw-TNLG1E+AHw-TNFSF1+AHw-LT+AHw-TNFB+AHw-TNFB+AHw-TNFSF1,lymphotoxin alpha,
LTA4H,LTA4,,
LTB,TNFC+AHw-TNFSF3+AHw-TNLG1C+AHw-p33+AHw-p33+AHw-TNFSF3+AHw-TNFC+AHw-TNFC+AHw-TNFSF3,lymphotoxin beta,
LTB4DH,,,
LTB4R,BLT1+AHw-BLTR+AHw-CMKRL1+AHw-GPR16+AHw-LTB4R1+AHw-LTBR1+AHw-P2RY7+AHw-P2Y7+AHw-BLTR+AHw-P2Y7+AHw-LTB4R1+AHw-P2RY7+AHw-GPR16+AHw-CMKRL1+AHw-BLT+AHw-BLT1+AHw-BLTR+AHw-CMKRL1+AHw-GPR16+AHw-P2RY7,leukotriene B4 receptor,
LTB4R2,BLT2+AHw-BLTR2+AHw-JULF2+AHw-KPG+AF8-004+AHw-LTB4+AC0-R 2+AHw-LTB4+AC0-R2+AHw-NOP9+AHw-BLTR2+AHw-BLT2+AHw-JULF2+AHw-NOP9+AHw-BLT2R+AHw-BLTR2,leukotriene B4 receptor 2,
LTBP1,,,
LTBP2,C14orf141+AHw-GLC3D+AHw-LTBP3+AHw-MSPKA+AHw-MSTP031+AHw-WMS3+AHw-LTBP3+AHw-C14orf141+AHw-C14orf141+AHw-LTBP3,latent transforming growth factor beta binding protein 2,
LTBP3,DASS+AHw-GPHYSD3+AHw-LTBP+AC0-3+AHw-LTBP2+AHw-STHAG6+AHw-pp6425+AHw-LTBP2,latent transforming growth factor beta binding protein 3,
LTBP4,ARCL1C+AHw-LTBP+AC0-4+AHw-LTBP4L+AHw-LTBP4S+AHw-LTBP+AC0-4+AHw-LTBP+AC0-4L+AHw-FLJ46318+AHw-FLJ90018,latent transforming growth factor beta binding protein 4,
LTBR,D12S370+AHw-LT+AC0-BETA+AC0-R+AHw-TNF+AC0-R+AC0-III+AHw-TNFCR+AHw-TNFR+AC0-RP+AHw-TNFR2+AC0-RP+AHw-TNFR3+AHw-TNFRSF3+AHw-TNFCR+AHw-TNFR+AC0-RP+AHw-TNFR2+AC0-RP+AHw-TNF+AC0-R+AC0-III+AHw-TNFRSF3+AHw-D12S370+AHw-D12S370+AHw-TNFCR+AHw-TNFR3+AHw-TNFRSF3,lymphotoxin beta receptor,
LTC4S,MGC33147,,
LTF,GIG12+AHw-HEL110+AHw-HLF2+AHw-LF+AHw-HLF2+AHw-GIG12+AHw-LF,lactotransferrin,
LTG9/MLLT3,,,
LTK,TYK1+AHw-TYK1+AHw-TYK1,leukocyte receptor tyrosine kinase,
LTN1,C21orf10+AHw-C21orf98+AHw-RNF160+AHw-ZNF294+AHw-KIAA0714+AHw-FLJ11053+AHw-LISTERIN+AHw-C21orf98+AHw-C21orf10+AHw-ZNF294+AHw-RNF160+AHw-C21orf10+AHw-C21orf98+AHw-KIAA0714+AHw-RNF160+AHw-ZNF294,listerin E3 ubiquitin protein ligase 1,
LTO1,ORAOV1+AHw-TAOS1+AHw-TAOS1+AHw-ORAOV1,LTO1+AHw- ABCE1 maturation factor,
LTV1,C6orf93+AHw-dJ468K18.4+AHw-FLJ14909+AHw-dJ468K18.4+AHw-C6orf93+AHw-C6orf93,LTV1 ribosome biogenesis factor,
LTV1P1,,,
LU,,,
LUADT1,,,
LUARIS,,,
LUC7L,LUC7B1+AHw-Luc7+AHw-SR+//0AfA-hLuc7B1+AHw-LUC7B1+AHw-hLuc7B1+AHw-Luc7+AHw-LUC7L1,LUC7 like,
LUC7L2,CGI+AC0-59+AHw-CGI+AC0-74+AHw-LUC7B2+AHw-CGI+AC0-74+AHw-CGI+AC0-59+AHw-H+AF8-NH0792N18.3+AHw-FLJ10657+AHw-LUC7B2+AHw-hLuc7B2,LUC7 like 2+AHw- pre+AC0-mRNA splicing factor,
LUC7L3,CRA+AHw-CREAP+AC0-1+AHw-CROP+AHw-LUC7A+AHw-OA48+AC0-18+AHw-hLuc7A+AHw-LUC7A+AHw-CROP+AHw-OA48+AC0-18+AHw-CREAP+AC0-1+AHw-FLJ11063+AHw-CRA+AHw-hLuc7A+AHw-CREAP1+AHw-CROP+AHw-O48,LUC7 like 3 pre+AC0-mRNA splicing factor,
LUC7L3P1,,,
LUCAT1,SCAL1,lung cancer associated transcript 1,
LUM,LDC+AHw-SLRR2D+AHw-SLRR2D+AHw-LDC+AHw-LDC+AHw-SLRR2D,lumican,
LUNAR1,,,
LURAP1,C1orf190+AHw-LRAP35a+AHw-LRP35A+AHw-FLJ25163+AHw-LRAP35a+AHw-C1orf190+AHw-C1orf190+AHw-LRAP35A+AHw-LRP35A,leucine rich adaptor protein 1,
LURAP1L,C9orf150+AHw-HYST0841+AHw-LRAP35b+AHw-bA3L8.2+AHw-MGC46502+AHw-FLJ38505+AHw-bA3L8.2+AHw-LRAP35b+AHw-C9orf150+AHw-C9orf150,leucine rich adaptor protein 1 like,
LURAP1L+AC0-AS1,,,
LUZP1,LUZP+AHw-LUZP,leucine zipper protein 1,
LUZP2,KFSP2566+AHw-PRO6246,leucine zipper protein 2,
LUZP3,,,
LUZP4,CT+AC0-28+AHw-CT+AC0-8+AHw-CT28+AHw-HOM+AC0-TES+AC0-85+AHw-HOM+AC0-TES+AC0-85+AHw-CT+AC0-8+AHw-CT28,leucine zipper protein 4,
LUZP4P1,,,
LUZP6,MPD6+AHw-MTPNUT+AHw-MTPNUT+AHw-MPD6+AHw-MPD6,leucine zipper protein 6,
LVNC2,,,
LVRN,APQ+AHw-AQPEP+AHw-TAQPEP+AHw-APQ+AHw-FLJ90650+AHw-AQPEP+AHw-TAQPEP+AHw-AQPEP,laeverin,
LVSKS,,,
LXN,ECI+AHw-TCI,latexin,
LY49L,KLRA1,,
LY6D,E48+AHw-Ly+AC0-6D+AHw-E48+AHw-E48,lymphocyte antigen 6 family member D,
LY6E,RIG+AC0-E+AHw-RIGE+AHw-SCA+AC0-2+AHw-SCA2+AHw-TSA+AC0-1+AHw-TSA+AC0-1+AHw-RIG+AC0-E+AHw-SCA+AC0-2+AHw-9804+AHw-RIGE+AHw-SCA2+AHw-TSA1,lymphocyte antigen 6 family member E,
LY6E+AC0-DT,,,
LY6G5B,C6orf19+AHw-G5b+AHw-G5b+AHw-C6orf19+AHw-C6orf19+AHw-G5B,lymphocyte antigen 6 family member G5B,
LY6G5C,C6orf20+AHw-G5C+AHw-LY6G5CA+AHw-LY6G5CB+AHw-NG33+AHw-G5c+AHw-NG33+AHw-C6orf20+AHw-C6orf20+AHw-G5C+AHw-NG33,lymphocyte antigen 6 family member G5C,
LY6G6,,,
LY6G6C,C6orf24+AHw-G6c+AHw-NG24+AHw-G6c+AHw-NG24+AHw-C6orf24+AHw-C6orf24+AHw-G6C+AHw-NG24,lymphocyte antigen 6 family member G6C,
LY6G6D,C6orf23+AHw-G6D+AHw-LY6+AC0-D+AHw-MEGT1+AHw-NG25+AHw-MEGT1+AHw-Ly6+AC0-D+AHw-G6D+AHw-LY6+AC0-D+AHw-NG25+AHw-C6orf23+AHw-C6orf23+AHw-G6D+AHw-MEGT1+AHw-NG25,lymphocyte antigen 6 family member G6D,
LY6G6E,C6orf22+AHw-G6e,lymphocyte antigen 6 family member G6E,
LY6G6F,C6orf21+AHw-G6f+AHw-LY6G6+AHw-LY6G6D+AHw-NG32+AHw-G6f+AHw-NG32+AHw-LY6G6D+AHw-C6orf21+AHw-C6orf21+AHw-G6F+AHw-LY6G6D+AHw-NG32,lymphocyte antigen 6 family member G6F,
LY6G6F+AC0-LY6G6D,,,
LY6H,NMLY6+AHw-NMLY6,lymphocyte antigen 6 family member H,
LY6K,CT97+AHw-HSJ001348+AHw-URLC10+AHw-ly+AC0-6K+AHw-HSJ001348+AHw-FLJ35226+AHw-CT97+AHw-CO16,lymphocyte antigen 6 family member K,
LY6L,,,
LY75,CD205+AHw-CLEC13B+AHw-DEC+AC0-205+AHw-GP200+AC0-MR6+AHw-LY+AC0-75+AHw-DEC+AC0-205+AHw-CLEC13B+AHw-CD205+AHw-CD205+AHw-CLEC13B,lymphocyte antigen 75,
LY75+AC0-CD302,,,
LY86,MD+AC0-1+AHw-MD1+AHw-MMD+AC0-1+AHw-dJ80N2.1+AHw-MD+AC0-1+AHw-dJ80N2.1+AHw-MD1,lymphocyte antigen 86,
LY86+AC0-AS1,LY86+AC0-AS+AHw-LY86AS,LY86 antisense RNA 1,
LY9,CD229+AHw-SLAMF3+AHw-hly9+AHw-mLY9+AHw-CD229+AHw-mLY9+AHw-SLAMF3+AHw-hly9,lymphocyte antigen 9,
LY96,ESOP+AC0-1+AHw-MD+AC0-2+AHw-MD2+AHw-ly+AC0-96+AHw-MD+AC0-2+AHw-ESOP1+AHw-MD2,lymphocyte antigen 96,
LYAR,ZC2HC2+AHw-ZLYAR+AHw-ZC2HC2+AHw-ZLYAR,Ly1 antibody reactive,
LYARP1,,,
LYG1,SALW1939+AHw-SALW1939,lysozyme g1,
LYG2,LYGH+AHw-LYSG2+AHw-LYGH+AHw-LYGH,lysozyme g2,
LYL1,bHLHa18+AHw-bHLHa18+AHw-BHLHA18,LYL1+AHw- basic helix+AC0-loop+AC0-helix family member,
LYN,JTK8+AHw-p53Lyn+AHw-p56Lyn+AHw-JTK8+AHw-JTK8,LYN proto+AC0-oncogene+AHw- Src family tyrosine kinase,
LYNX1,SLURP2,,
LYNX1+AC0-SLURP2,,,
LYPD1,LYPDC1+AHw-PHTS+AHw-MGC29643+AHw-LYPDC1+AHw-LYPDC1,LY6/PLAUR domain containing 1,
LYPD2,LYPDC2+AHw-UNQ430+AHw-RGTR430+AHw-UNQ430+AHw-LYPDC2+AHw-LYPDC2,LY6/PLAUR domain containing 2,
LYPD3,C4.4A+AHw-C4.4A+AHw-C4.4A,LY6/PLAUR domain containing 3,
LYPD4,SMR+AHw-MGC42718,LY6/PLAUR domain containing 4,
LYPD5,PRO4356+AHw-FLJ30469,LY6/PLAUR domain containing 5,
LYPD6,MGC52057,,
LYPD6B,CT116+AHw-LYPD7+AHw-CT116+AHw-LYPD7,LY6/PLAUR domain containing 6B,
LYPD8,,,
LYPDC1,,,
LYPLA1,APT+AC0-1+AHw-APT1+AHw-LPL+AC0-I+AHw-LPL1+AHw-hAPT1+AHw-LPL1+AHw-APT1+AHw-LPL1,lysophospholipase I,
LYPLA1P1,,,
LYPLA1P2,,,
LYPLA1P3,,,
LYPLA2,APT+AC0-2+AHw-APT2+AHw-DJ886K2.4+AHw-APT+AC0-2+AHw-APT2,lysophospholipase II,
LYPLA2P1,APT+AHw-LYPLA2L+AHw-dJ570F3.6,lysophospholipase II pseudogene 1,
LYPLA2P2,,,
LYPLA2P3,,,
LYPLAL1,Q96AV0+AHw-Q96AV0,lysophospholipase like 1,
LYPLAL1+AC0-DT,LYPLAL1+AC0-AS1,LYPLAL1 divergent transcript,
LYRM1,A211C6.1+AHw-A211C6.1,LYR motif containing 1,
LYRM2,DJ122O8.2+AHw-DJ122O8.2,LYR motif containing 2,
LYRM4,C6orf149+AHw-CGI+AC0-203+AHw-COXPD19+AHw-ISD11+AHw-CGI+AC0-203+AHw-ISD11+AHw-C6orf149+AHw-C6orf149+AHw-ISD11,LYR motif containing 4,
LYRM4+AC0-AS1,,,
LYRM7,C5orf31+AHw-MC3DN8+AHw-MZM1L+AHw-FLJ20796+AHw-MZM1L+AHw-C5orf31+AHw-C5orf31+AHw-MZM1L,LYR motif containing 7,
LYRM9,C17orf108+AHw-HSD24+AHw-HSD24+AHw-C17orf108+AHw-C17orf108,LYR motif containing 9,
LYSMD1,SB145+AHw-SB145+AHw-MGC35223+AHw-RP11+AC0-68I18.5,LysM domain containing 1,
LYSMD2,MGC35274,,
LYSMD3,FLJ13542,,
LYSMD4,FLJ33008,,
LYST,CHS+AHw-CHS1+AHw-CHS+AHw-CHS1+AHw-CHS+AHw-CHS1,lysosomal trafficking regulator,
LYST+AC0-AS1,LYST+AC0-IT2,LYST antisense RNA 1,
LYVE1,CRSBP+AC0-1+AHw-HAR+AHw-LYVE+AC0-1+AHw-XLKD1+AHw-LYVE+AC0-1+AHw-XLKD1+AHw-CRSBP1+AHw-HAR+AHw-XLKD1,lymphatic vessel endothelial hyaluronan receptor 1,
LYZ,LYZF1+AHw-LZM+AHw-LZM,lysozyme,
LYZA,LYZL4,,
LYZB,HEL+AC0-S+AC0-6a+AHw-LYZL6,,
LYZC,SPACA3,,
LYZD1,,,
LYZD2,LYZL2,,
LYZG,,,
LYZL1,KAAG648+AHw-LYC2+AHw-LYZD1+AHw-PRO1278+AHw-bA534G20.1+AHw-MGC33408+AHw-LYC2+AHw-LYC2,lysozyme like 1,
LYZL2,LYZD2,lysozyme like 2,
LYZL4,LYC4+AHw-LYZA+AHw-MGC26768+AHw-LYC4+AHw-LYC4,lysozyme like 4,
LYZL6,HEL+AC0-S+AC0-6a+AHw-LYC1+AHw-LYZB+AHw-PRO1485+AHw-TKAL754+AHw-UNQ754+AHw-LYC1+AHw-PRO1485+AHw-TKAL754+AHw-LYC1,lysozyme like 6,
LZIC,MGC15436,,
LZLP,,,
LZTFL1,BBS17+AHw-BBS17,leucine zipper transcription factor like 1,
LZTR1,BTBD29+AHw-LZTR+AC0-1+AHw-NS10+AHw-SWNTS2+AHw-LZTR+AC0-1+AHw-BTBD29+AHw-TCFL2,leucine zipper like transcription regulator 1,
LZTR2,,,
